@relation ev22-weka.filters.unsupervised.attribute.NumericToNominal-R4-16-weka.filters.supervised.instance.Resample-B0.0-S1-Z66.6-no-replacement

@attribute RespondentID numeric
@attribute 'Knowledge level' {Intermediate,Novice,Advanced,Expert}
@attribute 'Interest level' {Some,'A lot','Not much','Not at all'}
@attribute England {1,2,3,4,5}
@attribute France {1,2,3,4,5}
@attribute Germany {1,2,3,4,5}
@attribute Greece {1,2,3,4,5}
@attribute Italy {2,3,4,5}
@attribute Japan {1,2,3,4,5}
@attribute Mexico {1,2,3,4,5}
@attribute Spain {1,2,3,4,5}
@attribute 'United States' {1,2,3,4,5}
@attribute China {1,2,3,4,5}
@attribute India {1,2,3,4,5}
@attribute Thailand {1,2,3,4,5}
@attribute Ireland {1,2,3,4,5}
@attribute Gender {Male,Female}
@attribute Age {18-29,30-44,45-60,'> 60'}
@attribute Education {'Less than high school degree','Some college or Associate degree','Graduate degree','High school degree','Bachelor degree'}
@attribute 'Household Income' {'$100,000 - $149,999','$50,000 - $99,999','$0 - $24,999','$25,000 - $49,999','$150,000+'}

@data
3306378639,Intermediate,'A lot',3,4,4,4,4,2,4,3,4,2,3,3,4,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3306584582,Novice,Some,3,3,4,4,5,3,4,4,5,3,2,4,5,Male,30-44,'Graduate degree','$100,000 - $149,999'
3306408626,Intermediate,'Not much',3,3,2,2,3,4,4,4,4,3,4,4,2,Female,'> 60','Bachelor degree','$100,000 - $149,999'
3308361906,Expert,'A lot',2,5,3,5,5,5,5,4,3,5,5,5,2,Male,45-60,'Bachelor degree','$100,000 - $149,999'
3306861740,Advanced,Some,3,4,4,4,4,4,4,4,4,4,2,3,3,Male,30-44,'Bachelor degree','$100,000 - $149,999'
3306390858,Novice,'Not at all',3,4,3,4,4,4,5,4,3,4,4,4,3,Female,30-44,'Graduate degree','$100,000 - $149,999'
3306502970,Advanced,'A lot',2,5,3,4,5,5,5,5,4,5,5,5,3,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3308648895,Intermediate,Some,4,5,4,5,5,5,4,4,5,3,5,4,5,Female,30-44,'Graduate degree','$100,000 - $149,999'
3308579616,Novice,'Not much',3,4,3,4,4,4,5,4,5,3,4,4,3,Male,45-60,'Bachelor degree','$100,000 - $149,999'
3306387566,Intermediate,'Not much',3,4,3,4,5,2,4,4,5,2,3,2,2,Female,'> 60','Bachelor degree','$100,000 - $149,999'
3308682260,Intermediate,Some,4,5,5,3,4,3,3,3,4,3,3,4,4,Female,45-60,'Some college or Associate degree','$100,000 - $149,999'
3308436139,Intermediate,'Not at all',3,2,3,4,5,3,5,4,5,3,1,2,3,Male,30-44,'Bachelor degree','$100,000 - $149,999'
3306392089,Intermediate,Some,3,4,4,4,4,4,4,4,4,4,4,4,3,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3308624546,Intermediate,'A lot',3,4,3,4,5,4,4,3,3,4,3,5,3,Female,'> 60','Some college or Associate degree','$100,000 - $149,999'
3308364642,Novice,'A lot',3,5,5,5,5,4,5,4,4,4,3,5,5,Male,45-60,'Bachelor degree','$100,000 - $149,999'
3308607035,Intermediate,Some,2,4,3,5,4,3,4,4,3,3,4,4,3,Female,'> 60','Graduate degree','$100,000 - $149,999'
3308511506,Intermediate,Some,4,3,4,4,4,4,4,3,5,3,3,4,4,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3306974944,Novice,Some,3,3,5,3,5,4,5,4,5,4,4,5,5,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3308358911,Novice,'Not much',3,4,3,4,5,3,5,4,5,3,4,4,3,Male,45-60,'High school degree','$100,000 - $149,999'
3306421701,Intermediate,Some,3,4,4,5,5,4,4,4,3,3,4,3,3,Female,'> 60','Bachelor degree','$100,000 - $149,999'
3308476176,Advanced,'A lot',4,4,3,4,4,3,4,4,4,3,3,3,4,Male,'> 60','Some college or Associate degree','$100,000 - $149,999'
3306518607,Intermediate,Some,1,3,3,3,5,2,5,3,4,3,1,3,2,Female,30-44,'Graduate degree','$100,000 - $149,999'
3306483704,Intermediate,Some,3,5,3,4,5,4,4,4,5,3,2,2,4,Female,18-29,'Some college or Associate degree','$100,000 - $149,999'
3308359259,Novice,Some,2,4,4,4,4,2,4,3,4,3,4,5,3,Male,'> 60','Graduate degree','$100,000 - $149,999'
3308491463,Intermediate,Some,3,4,3,3,3,4,3,3,3,5,4,4,3,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3308494928,Intermediate,Some,4,4,4,4,4,4,4,3,5,3,3,2,3,Female,45-60,'Some college or Associate degree','$100,000 - $149,999'
3306411299,Intermediate,'Not much',3,2,3,4,4,3,4,4,4,3,4,2,4,Female,30-44,'Bachelor degree','$100,000 - $149,999'
3306476159,Advanced,'A lot',1,5,3,5,5,5,5,4,3,5,5,4,1,Female,18-29,'Bachelor degree','$100,000 - $149,999'
3306477744,Novice,Some,3,3,3,3,4,3,3,4,4,3,4,3,3,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3308505262,Intermediate,Some,4,4,4,3,4,3,5,3,5,4,3,3,5,Male,30-44,'Some college or Associate degree','$100,000 - $149,999'
3306966627,Intermediate,Some,3,4,2,3,3,3,4,3,4,3,2,1,3,Male,30-44,'High school degree','$100,000 - $149,999'
3306425713,Novice,'Not at all',3,3,3,2,4,3,3,4,3,3,1,4,3,Male,30-44,'Some college or Associate degree','$100,000 - $149,999'
3306448797,Novice,Some,3,4,3,4,4,4,4,4,5,4,3,4,3,Female,45-60,'Some college or Associate degree','$100,000 - $149,999'
3308440658,Novice,'Not at all',3,3,3,4,3,4,3,3,4,3,3,4,3,Female,45-60,'Graduate degree','$100,000 - $149,999'
3306443744,Novice,'Not much',4,3,5,3,5,3,4,4,5,4,1,3,3,Female,30-44,'Bachelor degree','$100,000 - $149,999'
3306391962,Novice,Some,3,3,4,2,3,3,4,4,4,4,2,3,4,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3306466833,Novice,Some,3,4,3,2,5,4,5,4,5,2,1,4,3,Female,18-29,'Bachelor degree','$100,000 - $149,999'
3306861241,Novice,'Not at all',3,4,4,4,4,3,4,4,5,3,4,4,3,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3306394635,Intermediate,'A lot',2,4,3,4,4,5,4,4,4,4,4,5,3,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3308691887,Intermediate,'A lot',3,4,4,4,5,3,4,4,4,4,4,4,3,Male,30-44,'Bachelor degree','$100,000 - $149,999'
3307860945,Novice,'A lot',3,3,3,3,3,5,3,5,4,3,4,4,3,Male,18-29,'Bachelor degree','$100,000 - $149,999'
3308332365,Novice,Some,3,4,3,4,5,4,4,4,3,4,3,4,3,Male,45-60,'Graduate degree','$100,000 - $149,999'
3308042260,Advanced,'A lot',3,5,5,5,5,5,4,5,5,5,5,5,5,Male,18-29,'Some college or Associate degree','$100,000 - $149,999'
3306476722,Novice,Some,3,4,4,4,5,4,4,4,4,4,4,4,3,Female,45-60,'Bachelor degree','$100,000 - $149,999'
3306474089,Intermediate,Some,2,4,3,5,4,3,3,4,4,3,3,4,3,Female,18-29,'Bachelor degree','$100,000 - $149,999'
3306530070,Novice,Some,4,5,3,5,5,5,4,4,4,4,5,5,3,Male,45-60,'Graduate degree','$100,000 - $149,999'
3306449880,Novice,Some,2,4,3,4,5,4,4,4,4,4,3,3,3,Female,30-44,'Bachelor degree','$100,000 - $149,999'
3306498919,Novice,'Not at all',3,5,5,4,5,5,5,4,5,5,3,5,5,Male,'> 60','Bachelor degree','$100,000 - $149,999'
3306985318,Intermediate,'Not much',3,2,3,2,3,4,3,3,4,4,3,2,4,Male,45-60,'Graduate degree','$100,000 - $149,999'
3306413435,Novice,'Not much',3,3,3,4,3,4,4,3,4,3,4,4,3,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3306491638,Intermediate,'A lot',2,5,2,4,5,5,5,4,4,3,5,5,4,Female,30-44,'Bachelor degree','$100,000 - $149,999'
3306392865,Intermediate,'A lot',3,5,3,4,5,3,4,4,5,5,5,5,3,Female,'> 60','Graduate degree','$100,000 - $149,999'
3308607708,Intermediate,'A lot',4,5,5,4,5,3,3,4,5,5,4,4,4,Female,18-29,'Bachelor degree','$100,000 - $149,999'
3308747452,Intermediate,'Not much',3,4,3,4,4,4,5,4,3,2,5,3,3,Male,30-44,'Graduate degree','$100,000 - $149,999'
3306612454,Novice,'Not much',4,4,4,4,4,3,3,4,3,4,4,4,3,Male,45-60,'Bachelor degree','$100,000 - $149,999'
3308538031,Intermediate,Some,3,4,2,3,5,3,5,3,4,4,4,3,3,Female,45-60,'Some college or Associate degree','$100,000 - $149,999'
3307729966,Intermediate,Some,3,4,4,4,4,4,4,4,3,3,2,4,3,Male,18-29,'Some college or Associate degree','$100,000 - $149,999'
3307782479,Intermediate,'A lot',3,4,5,3,4,4,5,3,3,4,5,5,4,Male,18-29,'Some college or Associate degree','$100,000 - $149,999'
3306447287,Novice,Some,3,4,3,4,5,2,4,3,4,4,3,4,2,Female,45-60,'Graduate degree','$100,000 - $149,999'
3307555228,Intermediate,'Not much',5,3,5,1,5,1,3,3,3,4,1,1,4,Male,18-29,'Bachelor degree','$100,000 - $149,999'
3308440820,Novice,Some,2,3,4,4,3,4,3,4,4,3,4,4,3,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3307698060,Intermediate,'A lot',3,3,3,4,4,4,4,4,4,4,4,4,3,Male,45-60,'Graduate degree','$100,000 - $149,999'
3308591748,Intermediate,'A lot',2,3,5,3,4,5,3,4,3,4,5,5,3,Female,30-44,'Graduate degree','$100,000 - $149,999'
3306455087,Advanced,'A lot',3,5,5,5,5,4,5,5,5,5,3,5,3,Female,45-60,'Graduate degree','$100,000 - $149,999'
3306470930,Novice,'Not much',4,4,4,4,5,5,3,4,3,4,5,4,3,Female,30-44,'Graduate degree','$100,000 - $149,999'
3308519774,Novice,'Not much',2,2,2,3,3,4,3,3,3,3,4,4,3,Male,'> 60','Graduate degree','$100,000 - $149,999'
3308712364,Novice,Some,4,5,3,4,5,5,4,4,4,5,3,4,4,Male,'> 60','Graduate degree','$100,000 - $149,999'
3307245634,Advanced,'A lot',3,4,3,4,5,5,4,4,4,5,1,2,3,Male,30-44,'Bachelor degree','$100,000 - $149,999'
3306756801,Advanced,'Not much',3,2,3,2,3,5,3,2,3,3,4,3,4,Male,30-44,'Graduate degree','$100,000 - $149,999'
3306472945,Intermediate,'A lot',3,4,4,4,4,4,3,4,4,3,4,4,4,Female,45-60,'Graduate degree','$100,000 - $149,999'
3306391581,Intermediate,'A lot',4,4,4,4,4,4,5,5,4,4,5,5,4,Female,45-60,'Graduate degree','$100,000 - $149,999'
3306502337,Intermediate,'A lot',2,5,2,3,5,5,3,5,3,4,5,4,2,Male,45-60,'Some college or Associate degree','$100,000 - $149,999'
3307635268,Novice,Some,1,3,2,3,5,4,5,4,4,4,4,3,2,Male,30-44,'Graduate degree','$100,000 - $149,999'
3308441495,Intermediate,Some,2,4,3,3,4,4,3,3,4,4,3,3,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3306470286,Novice,'Not much',3,3,3,3,4,3,4,4,5,3,4,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308575224,Intermediate,Some,2,2,3,3,4,4,4,3,3,4,3,2,2,Female,30-44,'Graduate degree','$50,000 - $99,999'
3308600269,Intermediate,'A lot',3,4,3,4,5,2,4,4,4,4,5,5,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3307966711,Novice,'Not much',3,4,4,3,4,4,3,3,3,2,4,4,3,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3306572025,Novice,Some,3,3,4,3,3,4,3,4,4,4,2,3,3,Male,45-60,'High school degree','$50,000 - $99,999'
3306635298,Intermediate,Some,3,4,4,4,5,3,4,4,5,4,4,4,3,Male,30-44,'Graduate degree','$50,000 - $99,999'
3306465872,Novice,Some,3,3,3,3,5,3,3,4,4,4,3,3,3,Female,45-60,'High school degree','$50,000 - $99,999'
3306473606,Novice,'Not at all',3,4,3,4,5,4,4,4,5,4,4,4,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306445569,Intermediate,'A lot',3,4,3,5,4,5,4,5,4,4,5,5,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3307110002,Intermediate,Some,3,4,3,4,5,5,4,4,4,4,4,4,3,Male,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308691132,Intermediate,'A lot',3,5,3,3,5,5,5,5,5,5,4,5,3,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3306460581,Intermediate,Some,3,5,5,5,5,5,5,5,5,5,4,3,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3306519265,Novice,'Not much',3,3,3,4,4,4,3,4,5,4,4,4,3,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3308594455,Novice,Some,3,4,3,3,4,2,4,3,4,4,4,4,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3307727946,Intermediate,'A lot',5,4,5,5,5,5,5,4,4,5,5,4,5,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306467018,Advanced,'A lot',2,5,4,5,5,5,4,4,5,5,5,5,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308440267,Advanced,'A lot',2,5,4,4,4,3,3,4,4,2,4,5,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306440274,Novice,Some,3,4,3,4,5,3,3,3,3,4,4,3,3,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308683714,Intermediate,Some,3,4,4,4,4,4,4,4,4,4,3,3,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308467785,Novice,Some,3,4,3,3,5,4,4,4,5,4,1,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308630771,Intermediate,Some,3,4,3,4,4,4,3,4,3,3,3,3,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308511162,Intermediate,'A lot',3,3,3,4,4,2,4,4,3,5,4,4,3,Male,18-29,'Graduate degree','$50,000 - $99,999'
3306518049,Intermediate,'Not much',3,2,3,3,5,1,4,4,4,3,2,3,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3306384591,Intermediate,Some,4,3,5,5,5,4,5,4,4,3,1,2,3,Female,18-29,'High school degree','$50,000 - $99,999'
3308500976,Intermediate,Some,2,3,3,4,5,4,5,4,4,4,5,5,2,Male,30-44,'Graduate degree','$50,000 - $99,999'
3308693743,Intermediate,'A lot',3,4,3,4,5,2,5,3,4,2,5,5,3,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3308621334,Intermediate,Some,3,5,4,5,5,3,4,4,4,3,3,4,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306411201,Intermediate,'A lot',3,5,4,5,5,4,5,4,4,4,5,4,3,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3306485503,Advanced,'A lot',3,5,4,5,5,5,5,4,4,4,4,5,4,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3306407251,Intermediate,Some,3,4,4,4,5,4,4,4,5,3,3,3,3,Female,45-60,'High school degree','$50,000 - $99,999'
3308615403,Intermediate,Some,3,3,3,4,4,4,5,3,3,5,4,5,3,Male,18-29,'Graduate degree','$50,000 - $99,999'
3306994022,Advanced,'A lot',2,4,5,4,5,3,3,4,3,2,4,3,2,Male,30-44,'Graduate degree','$50,000 - $99,999'
3306463720,Novice,Some,2,4,3,3,4,3,4,4,2,4,3,4,3,Female,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308497814,Intermediate,'Not much',2,4,5,3,3,4,4,3,4,4,2,4,3,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3308632498,Novice,Some,3,3,4,3,4,2,3,3,4,4,4,4,4,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308435336,Intermediate,'A lot',3,5,4,3,4,5,4,3,4,3,2,4,3,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3306558997,Novice,'Not much',4,2,3,3,4,3,4,3,4,4,4,3,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3306403051,Advanced,'A lot',3,3,4,5,5,4,5,4,4,5,4,5,3,Female,45-60,'Graduate degree','$50,000 - $99,999'
3308443796,Novice,'Not much',3,4,3,4,3,4,4,4,4,4,4,4,3,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3306503150,Intermediate,Some,3,5,4,5,5,5,5,4,4,4,4,4,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3308414471,Intermediate,Some,4,4,4,5,4,3,3,4,4,4,2,4,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3306459814,Expert,'A lot',3,5,3,5,5,5,5,5,4,5,5,5,4,Male,'> 60','Bachelor degree','$50,000 - $99,999'
3308018699,Intermediate,'A lot',3,2,2,4,4,4,4,3,3,4,4,4,3,Male,18-29,'Bachelor degree','$50,000 - $99,999'
3306392144,Intermediate,Some,2,4,3,3,4,4,2,3,4,3,2,4,2,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306409114,Advanced,'A lot',3,5,3,5,5,5,5,4,4,4,5,4,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308535634,Novice,'Not at all',3,4,3,4,5,4,2,4,5,4,4,4,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3306518254,Novice,'Not much',3,4,3,4,5,4,5,4,5,4,4,4,3,Male,'> 60','High school degree','$50,000 - $99,999'
3306386487,Intermediate,Some,3,3,2,4,5,2,4,3,4,3,3,3,4,Female,'> 60','High school degree','$50,000 - $99,999'
3308492209,Novice,'Not at all',3,4,3,4,5,4,4,4,5,3,4,4,3,Female,45-60,'High school degree','$50,000 - $99,999'
3308439657,Intermediate,'A lot',3,4,3,5,5,4,4,4,3,3,4,4,3,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308334469,Intermediate,'A lot',3,4,4,4,5,5,5,5,4,3,5,5,3,Female,18-29,'Graduate degree','$50,000 - $99,999'
3306920677,Novice,Some,2,3,3,3,5,3,4,4,4,5,2,4,3,Male,45-60,'Graduate degree','$50,000 - $99,999'
3306420691,Novice,Some,3,4,3,4,5,4,5,4,4,3,3,4,3,Female,18-29,'Bachelor degree','$50,000 - $99,999'
3308871406,Advanced,'A lot',5,5,5,5,5,5,5,5,2,3,5,5,3,Female,30-44,'Graduate degree','$50,000 - $99,999'
3306719947,Expert,'A lot',3,5,3,5,4,5,4,5,3,5,5,5,2,Male,45-60,'Bachelor degree','$50,000 - $99,999'
3308702964,Novice,'Not much',3,3,3,4,5,3,4,4,5,4,1,4,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3306475222,Novice,Some,5,5,4,3,5,4,3,4,5,4,3,4,4,Female,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308439013,Novice,Some,3,4,3,4,5,3,4,4,3,3,4,5,4,Female,45-60,'Bachelor degree','$50,000 - $99,999'
3308584291,Intermediate,Some,1,4,3,4,4,2,3,3,3,2,4,4,2,Male,18-29,'Graduate degree','$50,000 - $99,999'
3306491277,Intermediate,'A lot',3,5,3,3,5,4,3,4,3,4,4,4,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3308536628,Novice,'Not much',3,4,3,4,5,5,4,4,5,4,4,4,3,Male,30-44,'High school degree','$50,000 - $99,999'
3306473731,Advanced,'A lot',3,5,5,5,5,4,5,5,5,5,4,5,3,Male,30-44,'Bachelor degree','$50,000 - $99,999'
3306396901,Intermediate,Some,3,4,4,3,5,3,5,3,5,5,4,4,3,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3306486581,Advanced,'A lot',3,3,2,5,5,4,5,5,4,4,5,4,5,Female,18-29,'Graduate degree','$50,000 - $99,999'
3306515872,Intermediate,'A lot',4,4,3,5,4,4,4,4,3,3,5,4,4,Female,30-44,'Graduate degree','$50,000 - $99,999'
3306390133,Advanced,'A lot',3,4,5,4,5,2,4,4,4,2,4,3,4,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308531059,Intermediate,Some,3,3,3,3,5,3,4,4,4,5,5,5,3,Male,45-60,'Graduate degree','$50,000 - $99,999'
3308423724,Intermediate,Some,3,3,4,3,4,3,3,3,5,3,1,4,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3306511813,Novice,'Not much',4,3,4,4,3,3,4,4,4,4,4,4,3,Male,'> 60','Some college or Associate degree','$50,000 - $99,999'
3307919457,Novice,Some,3,4,3,4,5,4,4,4,3,4,4,4,3,Male,18-29,'Some college or Associate degree','$50,000 - $99,999'
3308600614,Novice,'A lot',3,3,4,4,4,4,4,4,4,4,4,4,4,Male,18-29,'Graduate degree','$50,000 - $99,999'
3308583041,Novice,Some,3,3,2,2,5,4,2,2,5,5,3,4,3,Female,18-29,'High school degree','$50,000 - $99,999'
3306383416,Intermediate,Some,4,3,4,4,5,3,3,3,4,3,3,3,3,Female,'> 60','Graduate degree','$50,000 - $99,999'
3308545407,Novice,Some,4,4,3,4,5,1,4,4,4,2,3,2,4,Female,30-44,'Bachelor degree','$50,000 - $99,999'
3308571150,Intermediate,'A lot',3,3,5,4,3,2,4,4,5,3,5,4,3,Male,45-60,'Graduate degree','$50,000 - $99,999'
3306445000,Novice,'Not much',2,2,3,3,3,4,3,4,5,3,4,3,3,Female,'> 60','Bachelor degree','$50,000 - $99,999'
3307211811,Advanced,'A lot',3,3,4,4,4,4,4,5,3,4,4,4,4,Male,30-44,'Graduate degree','$50,000 - $99,999'
3308657899,Intermediate,Some,3,3,1,3,5,3,5,4,5,5,1,4,3,Male,30-44,'Graduate degree','$50,000 - $99,999'
3308705135,Novice,Some,3,3,3,3,4,4,4,3,4,4,1,1,3,Female,30-44,'Some college or Associate degree','$50,000 - $99,999'
3307003195,Novice,Some,3,4,3,4,5,5,5,4,4,4,4,3,3,Male,45-60,'Some college or Associate degree','$50,000 - $99,999'
3308348666,Advanced,Some,3,4,4,5,4,3,4,4,4,4,4,5,4,Male,45-60,'Bachelor degree','$50,000 - $99,999'
